id,parcel_id,owner
28516,20213053900000001,[]
33337,20213053900000002,[]
40058,30213286120101000,[]
40059,30213286120102000,[]
40060,30213286120103000,[]
40061,30213286120115100,[]
40062,30213286120114100,[]
40063,30213286120201000,[]
40064,30213286120202000,[]
40065,30213286120203000,[]
40066,30213286120216000,[]
40067,30213286120215000,[]
40068,30213286120213100,[]
40069,30213286120301000,[]
40070,30213286120302000,[]
40071,30213286120303000,[]
40072,30213286120316000,[]
40073,30213286120315000,[]
40074,30213286120314000,[]
40075,30213286120401000,[]
40076,30213286120402000,[]
40077,30213230160000000,[]
40078,30213227640400100,[]
40079,30213227640400700,[]
40080,30213227640400500,[]
40081,30213227640400600,[]
40082,30213227640400200,[]
40083,30213227640400400,[]
40084,30213227660500300,[]
40085,30213227660500400,[]
40086,30213227660500000,[]
40087,30213227660500100,[]
40088,30213227660500200,[]
40089,30213200000002400,[]
40090,30213200000000100,[]
40091,30213294180401000,[]
40092,30213294180402000,[]
40093,30213294180403000,[]
40094,30213294180404000,[]
40095,30213294180405000,[]
40096,30213294180406000,[]
40097,30213217080601000,[]
40098,30213217080602000,[]
40099,30213217080603000,[]
40100,30213217080604000,[]
40101,30213217080605000,[]
40102,30213217080606000,[]
40103,30213217080607000,[]
40104,30213217080608000,[]
40105,30213217080609000,[]
40106,30213217080610000,[]
40107,30213217080611000,[]
40108,30213217080612000,[]
40109,30213217080613000,[]
40110,30213217080401000,[]
40111,30213217080614000,[]
40112,30213217080421000,[]
40113,30213217080615000,[]
40114,30213217080501000,[]
40115,30213217080618100,[]
40116,30212921370601000,[]
40117,30212921370106000,[]
40118,30212921370105000,[]
40119,30212921370103100,[]
40120,30212921370102100,[]
40121,30212921370102000,[]
40122,30212995700301000,[]
40123,30212995700101000,[]
40124,30212935790901000,[]
40125,30212935790818100,[]
40126,30212935790817100,[]
40127,30212935790816100,[]
40128,30212935790815000,[]
40129,30212935790814000,[]
40130,30212935790813000,[]
40131,30212935790812000,[]
40132,30212935790811000,[]
40133,30212935790810000,[]
40134,30212935790801000,[]
40135,30212935790113000,[]
40136,30212935790111000,[]
40137,30212935790110000,[]
40138,30212935790109000,[]
40139,30212935790108000,[]
40140,30212935790107000,[]
40141,30212935790106000,[]
40142,30212935790105000,[]
40143,30212935780701000,[]
40144,30212935790104000,[]
40145,30212935780120000,[]
40146,30212935780119000,[]
40147,30212935780118000,[]
40148,30212935780116000,[]
40149,30212935780115000,[]
40150,30212935780114000,[]
40151,30212935780113000,[]
40152,30212935780112000,[]
40153,30212935780111000,[]
40154,30212935780110000,[]
40155,30212935780109000,[]
40156,30212935780108000,[]
40157,30212935780107000,[]
40158,30212993620115000,[]
40159,30212993620114000,[]
40160,30212993620113000,[]
40161,30212993620112000,[]
40162,30212993620111000,[]
40163,30212993620110000,[]
40164,30212993620109000,[]
40165,30212993620108000,[]
40166,30212935790809000,[]
40167,30212921370602000,[]
40168,30212995700102000,[]
40169,30212935790902000,[]
40170,30212935790802000,[]
40171,30212935780702000,[]
40172,30212993620116000,[]
40173,30212993620107000,[]
40174,30212921370603000,[]
40175,30212995700103000,[]
40176,30212935790903000,[]
40177,30212921370206000,[]
40178,30212921370204100,[]
40179,30212921370204000,[]
40180,30212921370203000,[]
40181,30212921370202000,[]
40182,30212921370201000,[]
40183,30212995700401000,[]
40184,30212935780106000,[]
40185,30212921370604000,[]
40186,30212993620117100,[]
40187,30212993620117000,[]
40188,30212995700104000,[]
40189,30212935790904000,[]
40190,30212935780105000,[]
40191,30212921370207000,[]
40192,30212921370207100,[]
40193,30212921370208100,[]
40194,30212921370210000,[]
40195,30212921370211000,[]
40196,30212921370212000,[]
40197,30212995700402000,[]
40198,30212921370605000,[]
40199,30212993620118000,[]
40200,30212935780104000,[]
40201,30212921370606000,[]
40202,30212995700201000,[]
40203,30212935791001000,[]
40204,30212993620119000,[]
40205,30212935791003000,[]
40206,30212935780103000,[]
40207,30212921370306000,[]
40208,30212921370305000,[]
40209,30212921370304000,[]
40210,30212921370303000,[]
40211,30212921370607000,[]
40212,30212921370302000,[]
40213,30212921370301000,[]
40214,30212995700501000,[]
40215,30212993620120000,[]
40216,30212995700202000,[]
40217,30212935780102000,[]
40218,30212935791004000,[]
40219,30212921370608000,[]
40220,30212993620121000,[]
40221,30212995700203000,[]
40222,30212921370310000,[]
40223,30212921370308000,[]
40224,30212921370309000,[]
40225,30212921370311000,[]
40226,30212921370312000,[]
40227,30212995700502000,[]
40228,30212921370307000,[]
40229,30212935780314000,[]
40230,30212935780315000,[]
40231,30212935780316000,[]
40232,30212935780317000,[]
40233,30212935780318000,[]
40234,30212935780319000,[]
40235,30212935791005100,[]
40236,30212935780101000,[]
40237,30212921370609000,[]
40238,30212993620122000,[]
40239,30212995700204000,[]
40240,30212921370610000,[]
40241,30212935780406000,[]
40242,30212935790509000,[]
40243,30212935790409000,[]
40244,30212995700205000,[]
40245,30212935780408000,[]
40246,30212935790502000,[]
40247,30212935790416000,[]
40248,30212921370404000,[]
40249,30212921370403000,[]
40250,30212921370402000,[]
40251,30212921370401000,[]
40252,30212995700602100,[]
40253,30212995700601200,[]
40254,30212995700601100,[]
40255,30212935780405000,[]
40256,30212935791007000,[]
40257,30212935790510000,[]
40258,30212935780404000,[]
40259,30212935780402000,[]
40260,30212935780401000,[]
40261,30212921320201000,[]
40262,30212921320202000,[]
40263,30212921320203000,[]
40264,30212935790408000,[]
40265,30212921320101000,[]
40266,30212900000005000,[]
40267,30212921370611000,[]
40268,30212935790511000,[]
40269,30212935790515000,[]
40270,30212935790513000,[]
40271,30212935790512000,[]
40272,30212935790407000,[]
40273,30212935790406000,[]
40274,30212935790405000,[]
40275,30212935790404000,[]
40276,30212935790402100,[]
40277,30212935790401000,[]
40278,30212935780501000,[]
40279,30212995700206000,[]
40280,30212935790501000,[]
40281,30212935790417000,[]
40282,30212935790516000,[]
40283,30212935780409000,[]
40284,30212921370612000,[]
40285,30212921320102000,[]
40286,30212921370405000,[]
40287,30212921370406000,[]
40288,30212921370407000,[]
40289,30212921370408000,[]
40290,30212995700604100,[]
40291,30212921330802000,[]
40292,30212921330801000,[]
40293,30212935791008000,[]
40294,30212921330708000,[]
40295,30212921320206000,[]
40296,30212921320205000,[]
40297,30212921320204000,[]
40298,30212921321006000,[]
40299,30212921321005000,[]
40300,30212921321004000,[]
40301,30212921321003000,[]
40302,30212921321002000,[]
40303,30212921321001000,[]
40304,30212921320911000,[]
40305,30212921320910000,[]
40306,30212921320909000,[]
40307,30212921320908000,[]
40308,30212921320907000,[]
40309,30212921320906000,[]
40310,30212921320905000,[]
40311,30212921320904000,[]
40312,30212921320903000,[]
40313,30212921320902000,[]
40314,30212921320901000,[]
40315,30212921320214100,[]
40316,30212921320213000,[]
40317,30212921320212000,[]
40318,30212921320211000,[]
40319,30212921320209100,[]
40320,30212921320208100,[]
40321,30212921320207100,[]
40322,30212921370613000,[]
40323,30212921320103000,[]
40324,30212921330707000,[]
40325,30212935791009000,[]
40326,30212935790517000,[]
40327,30212921321007000,[]
40328,30212921370614000,[]
40329,30212921320104000,[]
40330,30212921370504000,[]
40331,30212921370503000,[]
40332,30212921370502000,[]
40333,30212921370501000,[]
40334,30212995700701000,[]
40335,30212921330902000,[]
40336,30212921330901000,[]
40337,30212921330706000,[]
40338,30212935791010000,[]
40339,30212935790518000,[]
40340,30212921321119000,[]
40341,30212921321118000,[]
40342,30212921370615000,[]
40343,30212921321117000,[]
40344,30212921321116000,[]
40345,30212921321115000,[]
40346,30212921321114000,[]
40347,30212921320813000,[]
40348,30212921320812000,[]
40349,30212921320811000,[]
40350,30212921320810000,[]
40351,30212921320809000,[]
40352,30212921320808000,[]
40353,30212921320807000,[]
40354,30212921320806000,[]
40355,30212921320805000,[]
40356,30212921320804000,[]
40357,30212921320803000,[]
40358,30212921320802100,[]
40359,30212921320801000,[]
40360,30212921320308000,[]
40361,30212921320307000,[]
40362,30212921320306000,[]
40363,30212921320305000,[]
40364,30212921320304000,[]
40365,30212921320303000,[]
40366,30212921320302000,[]
40367,30212921320301000,[]
40368,30212935790519000,[]
40369,30212921320105000,[]
40370,30212921321008000,[]
40371,30212921330705000,[]
40372,30212935791011000,[]
40373,30212935790520000,[]
40374,30212921340901000,[]
40375,30212921340805000,[]
40376,30212921340804000,[]
40377,30212921340803000,[]
40378,30212921340802100,[]
40379,30212921340801000,[]
40380,30212921330903000,[]
40381,30212921330904000,[]
40382,30212900000004000,[]
40383,30212935790523000,[]
40384,30212935790522000,[]
40385,30212935790521000,[]
40386,30212921320814000,[]
40387,30212921320815000,[]
40388,30212921320816000,[]
40389,30212921320817100,[]
40390,30212921320817200,[]
40391,30212921320819000,[]
40392,30212921320820000,[]
40393,30212921320821100,[]
40394,30212921320822000,[]
40395,30212921320823000,[]
40396,30212921320824000,[]
40397,30212921320825000,[]
40398,30212921320826000,[]
40399,30212921320106000,[]
40400,30212921320309000,[]
40401,30212921320310100,[]
40402,30212921320311100,[]
40403,30212921320313000,[]
40404,30212921320313100,[]
40405,30212921320314000,[]
40406,30212921320316000,[]
40407,30212921330601000,[]
40408,30212921330101000,[]
40409,30212921330704000,[]
40410,30212921330102000,[]
40411,30212935791012000,[]
40412,30212921330103000,[]
40413,30212921321113000,[]
40414,30212921330104100,[]
40415,30212921340902000,[]
40416,30212921330703000,[]
40417,30212921330701000,[]
40418,30212921330607000,[]
40419,30212921330606000,[]
40420,30212921330605100,[]
40421,30212921330604100,[]
40422,30212921330603100,[]
40423,30212921330602000,[]
40424,30212921321112100,[]
40425,30212921320107000,[]
40426,30212921340903100,[]
40427,30212921340705000,[]
40428,30212921340703200,[]
40429,30212921340703100,[]
40430,30212921340702000,[]
40431,30212921340701000,[]
40432,30212921331002000,[]
40433,30212921331001000,[]
40434,30212921330105100,[]
40435,30212921320710000,[]
40436,30212921330222000,[]
40437,30212921320709000,[]
40438,30212921320707100,[]
40439,30212921320706100,[]
40440,30212921320705100,[]
40441,30212921320704100,[]
40442,30212921320703100,[]
40443,30212921320702100,[]
40444,30212921320701000,[]
40445,30212921320411000,[]
40446,30212921320410000,[]
40447,30212921320409000,[]
40448,30212921320407100,[]
40449,30212921320406100,[]
40450,30212921320405100,[]
40451,30212921320404000,[]
40452,30212921320403100,[]
40453,30212921320402000,[]
40454,30212921320401000,[]
40455,30212921330201000,[]
40456,30212921321110100,[]
40457,30212921320109000,[]
40458,30212921340904100,[]
40459,30212921340706000,[]
40460,30212921340707000,[]
40461,30212921340708100,[]
40462,30212921340708200,[]
40463,30212921340710000,[]
40464,30212921331003000,[]
40465,30212921331004000,[]
40466,30212921330510000,[]
40467,30212921330509200,[]
40468,30212921330508200,[]
40469,30212921330507000,[]
40470,30212921330506000,[]
40471,30212921330505000,[]
40472,30212921330504000,[]
40473,30212921330503000,[]
40474,30212921330502000,[]
40475,30212921330501000,[]
40476,30212921330105200,[]
40477,30212921330221000,[]
40478,30212921330202000,[]
40479,30212921210001000,[]
40480,30212954720018000,[]
40481,30212954720017000,[]
40482,30212921340905100,[]
40483,30212954720016000,[]
40484,30212954720015000,[]
40485,30212954720014000,[]
40486,30212921320711000,[]
40487,30212921320712000,[]
40488,30212921320713000,[]
40489,30212921320714100,[]
40490,30212921320715100,[]
40491,30212921320717000,[]
40492,30212921320718000,[]
40493,30212921321109000,[]
40494,30212921320719000,[]
40495,30212954720019000,[]
40496,30212921320413100,[]
40497,30212954720013000,[]
40498,30212954720001000,[]
40499,30212921330220000,[]
40500,30212921330107000,[]
40501,30212921340906100,[]
40502,30212921320721000,[]
40503,30212921330203100,[]
40504,30212921330511000,[]
40505,30212921330511100,[]
40506,30212921330513100,[]
40507,30212921330514100,[]
40508,30212921330515100,[]
40509,30212921330515200,[]
40510,30212921330516100,[]
40511,30212921330517100,[]
40512,30212921330518100,[]
40513,30212921330520000,[]
40514,30212921320414000,[]
40515,30212921321108100,[]
40516,30212921330219000,[]
40517,30212921340605100,[]
40518,30212921340603200,[]
40519,30212921340603100,[]
40520,30212921340602000,[]
40521,30212921340601000,[]
40522,30212954720002000,[]
40523,30212921331102000,[]
40524,30212921331101000,[]
40525,30212921330108000,[]
40526,30212921340907100,[]
40527,30212921210002000,[]
40528,30212921330204100,[]
40529,30212921320608000,[]
40530,30212921320607000,[]
40531,30212921320606000,[]
40532,30212921320604000,[]
40533,30212921320603000,[]
40534,30212921320602000,[]
40535,30212921320601000,[]
40536,30212921320415000,[]
40537,30212921321107000,[]
40538,30212921330218000,[]
40539,30212921340908200,[]
40540,30212921330205100,[]
40541,30212921330109100,[]
40542,30212921210003000,[]
40543,30212921320615000,[]
40544,30212921340606000,[]
40545,30212921330416000,[]
40546,30212921340613000,[]
40547,30212921330414100,[]
40548,30212921330413200,[]
40549,30212921330412000,[]
40550,30212921340614000,[]
40551,30212921330411100,[]
40552,30212921330410100,[]
40553,30212921340618000,[]
40554,30212921340616000,[]
40555,30212921330409100,[]
40556,30212921330408100,[]
40557,30212921330407000,[]
40558,30212921320609000,[]
40559,30212921320610000,[]
40560,30212921320416000,[]
40561,30212921320611000,[]
40562,30212921320612000,[]
40563,30212921320613000,[]
40564,30212921320614000,[]
40565,30212921330217000,[]
40566,30212921321105200,[]
40567,30212921340615000,[]
40568,30212921340612000,[]
40569,30212921330206100,[]
40570,30212921340909100,[]
40571,30212921340607000,[]
40572,30212921330111000,[]
40573,30212921320418100,[]
40574,30212921340617000,[]
40575,30212921340404000,[]
40576,30212921330216000,[]
40577,30212921340403000,[]
40578,30212921340402000,[]
40579,30212921340401200,[]
40580,30212921210005100,[]
40581,30212921330401100,[]
40582,30212921330401000,[]
40583,30212921330402100,[]
40584,30212921330403100,[]
40585,30212921330405100,[]
40586,30212921330406000,[]
40587,30212921321105100,[]
40588,30212921320418200,[]
40589,30212921340910200,[]
40590,30212921340608000,[]
40591,30212921330207100,[]
40592,30212921320419100,[]
40593,30212921320440000,[]
40594,30212921340611000,[]
40595,30212921330215000,[]
40596,30212921330112000,[]
40597,30212921320505000,[]
40598,30212921320504000,[]
40599,30212921320502100,[]
40600,30212921321104100,[]
40601,30212921320501000,[]
40602,30212921340609000,[]
40603,30212921320421100,[]
40604,30212921330208100,[]
40605,30212921340510000,[]
40606,30212921340509000,[]
40607,30212921340511000,[]
40608,30212921340912000,[]
40609,30212921340610000,[]
40610,30212921330214000,[]
40611,30212921330113000,[]
40612,30212921340508000,[]
40613,30212921340512000,[]
40614,30212921321102100,[]
40615,30212921340301100,[]
40616,30212921330306200,[]
40617,30212921330305200,[]
40618,30212921330304100,[]
40619,30212921330303100,[]
40620,30212921330302100,[]
40621,30212921330301000,[]
40622,30212921320422100,[]
40623,30212921320506000,[]
40624,30212921320510000,[]
40625,30212921340507000,[]
40626,30212921330209100,[]
40627,30212921340513000,[]
40628,30212921340913000,[]
40629,30212921330213000,[]
40630,30212921330114000,[]
40631,30212921321101200,[]
40632,30212921320422200,[]
40633,30212921340506000,[]
40634,30212921340302000,[]
40635,30212921340514000,[]
40636,30212921320507000,[]
40637,30212921320509100,[]
40638,30212921340914000,[]
40639,30212921330307000,[]
40640,30212921330308000,[]
40641,30212921330309000,[]
40642,30212921330310000,[]
40643,30212921330311000,[]
40644,30212921330312000,[]
40645,30212921330211000,[]
40646,30212921330212000,[]
40647,30212921330115000,[]
40648,30212921321101100,[]
40649,30212921320423100,[]
40650,30212921340505000,[]
40651,30212921340515000,[]
40652,30212921340915000,[]
40653,30212921340916000,[]
40654,30212921340504000,[]
40655,30212921340516000,[]
40656,30212921320425100,[]
40657,30212921340503000,[]
40658,30212921340206000,[]
40659,30212921340201000,[]
40660,30212921340517000,[]
40661,30212921340107000,[]
40662,30212921340105300,[]
40663,30212921340105400,[]
40664,30212921320430100,[]
40665,30212921320429000,[]
40666,30212921320427000,[]
40667,30212921320428000,[]
40668,30212921340518000,[]
40669,30212921340519000,[]
40670,30212921340502000,[]
40671,30212921340205000,[]
40672,30212921340202000,[]
40673,30212921340105100,[]
40674,30212921340520000,[]
40675,30212921320431100,[]
40676,30212921340501000,[]
40677,30212921340204000,[]
40678,30212921340203000,[]
40679,30212921340105200,[]
40680,30212900000005400,[]
40681,30212900000002800,[]
40682,30212900000005600,[]
40683,30212900000001300,[]
40684,30212900000005700,[]
40685,30212900000003300,[]
40686,30212900000005800,[]
40687,30212986000007000,[]
40688,30212986000008000,[]
40689,30212900000001100,[]
40690,30212986000009000,[]
40691,30212986000010000,[]
40692,30212986000011000,[]
40693,30212986000012000,[]
40694,30212986000013000,[]
40695,30212986000006000,[]
40696,30212986000014000,[]
40697,30212900000002100,[]
40698,30212986000005000,[]
40699,30212986000004000,[]
40700,30212986000015000,[]
40701,30212986000003000,[]
40702,30212986000002000,[]
40703,30212986000016000,[]
40704,30212986000001100,[]
40705,30212986000001000,[]
40706,30212995720305100,[]
40707,30212995720304100,[]
40708,30212921220005000,[]
40709,30212921220004000,[]
40710,30212921220003000,[]
40711,30212921220002000,[]
40712,30212921220001000,[]
40713,30212900000004400,[]
40714,30212900000001500,[]
40715,30212900000004200,[]
40716,30212921220006000,[]
40717,30212900000004300,[]
40718,30212995720403100,[]
40719,30212995720402100,[]
40720,30212921220015000,[]
40721,30212921220016000,[]
40722,30212921220017000,[]
40723,30212900000003900,[]
40724,30212921220007000,[]
40725,30212986140002000,[]
40726,30212900000004600,[]
40727,30212995720404000,[]
40728,30212995720405000,[]
40729,30212921220014000,[]
40730,30212921220008000,[]
40731,30212900000004500,[]
40732,30212921220009000,[]
40733,30212921220013000,[]
40734,30212921220019000,[]
40735,30212995720505000,[]
40736,30212995720503200,[]
40737,30212921220010000,[]
40738,30212900000003400,[]
40739,30212986140001900,[]
40740,30212921220012000,[]
40741,30212921220011000,[]
40742,30212986140001200,[]
40743,30212900000000100,[]
40744,30212995720506000,[]
40745,30212995720507000,[]
40746,30212978380804000,[]
40747,30212900000000200,[]
40748,30212900000000900,[]
40749,30212995720605000,[]
40750,30212995720604000,[]
40751,30212995720606000,[]
40752,30212995720607000,[]
40753,30212995720705000,[]
40754,30212995720704000,[]
40755,30212900000000400,[]
40756,30212921340101000,[]
40757,30212900000001200,[]
40758,30220494170400000,[]
40759,30220400000010600,[]
40760,30220400000000200,[]
40761,30220400000004200,[]
40762,30220494170411000,[]
40763,30220448080000000,[]
40764,30220448080121000,[]
40765,30220448080122000,[]
40766,30220494170410000,[]
40767,30220494170409000,[]
40768,30220494170408000,[]
40769,30220448080120000,[]
40770,30220494170407000,[]
40771,30220448080119000,[]
40772,30220448080118000,[]
40773,30220494170406000,[]
40774,30220448080117000,[]
40775,30220494170405000,[]
40776,30220448080116000,[]
40777,30220494170404000,[]
40778,30220448080115000,[]
40779,30220494170403000,[]
40780,30220448080114000,[]
40781,30220448080101000,[]
40782,30220494170402000,[]
40783,30220448080113000,[]
40784,30220494170401000,[]
40785,30220448080102000,[]
40786,30220300000008600,[]
40787,30220322780300000,[]
40788,30220322780306000,[]
40789,30220322780305000,[]
40790,30220322780307000,[]
40791,30220322740139000,[]
40792,30220322740138000,[]
40793,30220322740100000,[]
40794,30220300000000200,[]
40795,30220322780104000,[]
40796,30220322780103000,[]
40797,30220322780102000,[]
40798,30220322740137000,[]
40799,30220322780101000,[]
40800,30220322740605000,[]
40801,30220300000004100,[]
40802,30220300000000100,[]
40803,30220322740218000,[]
40804,30220322740339000,[]
40805,30220322740217000,[]
40806,30220322740216000,[]
40807,30220322740338000,[]
40808,30220322740215000,[]
40809,30220322740214000,[]
40810,30220322740213000,[]
40811,30220322740212000,[]
40812,30220322740211000,[]
40813,30220322740210000,[]
40814,30220322740209100,[]
40815,30220322740340000,[]
40816,30220322740337000,[]
40817,30220300000005500,[]
40818,30220200000000700,[]
40819,30220283680102000,[]
40820,30220283680101100,[]
40821,30220283680201000,[]
40822,30220283680313000,[]
40823,30220283680301000,[]
40824,30220283680417000,[]
40825,30220283680401000,[]
40826,30220283680521000,[]
40827,30220283680501000,[]
40828,30220283680625000,[]
40829,30220294940078000,[]
40830,30220283680601000,[]
40831,30220283680730000,[]
40832,30220283680701000,[]
40833,30220283700136000,[]
40834,30220294900050000,[]
40835,30220283700101000,[]
40836,30220283700240000,[]
40837,30220283680312000,[]
40838,30220294940077000,[]
40839,30220294900069000,[]
40840,30220294900070000,[]
40841,30220294900071000,[]
40842,30220294900072000,[]
40843,30220294900073000,[]
40844,30220294900074000,[]
40845,30220294900075000,[]
40846,30220294940076000,[]
40847,30220283680402000,[]
40848,30220283700135000,[]
40849,30220283680101200,[]
40850,30220283680311000,[]
40851,30220283680303000,[]
40852,30220283680415100,[]
40853,30220283700102000,[]
40854,30220283700134000,[]
40855,30220294900051000,[]
40856,30220283680104000,[]
40857,30213021310801000,[]
40858,30213021310705000,[]
40859,30213021310704000,[]
40860,30213021310703000,[]
40861,30213021310702000,[]
40862,30213021310701000,[]
40863,30213021310601000,[]
40864,30213000000007000,[]
40865,30213000000000900,[]
40866,30213065200005000,[]
40867,30213065200006000,[]
40868,30213065200017000,[]
40869,30213065200018000,[]
40870,30213055750011000,[]
40871,30213055750013000,[]
40872,30213021310602000,[]
40873,30213065200007000,[]
40874,30213065200016000,[]
40875,30213065200019000,[]
40876,30213065200004000,[]
40877,30213055750020000,[]
40878,30213065200008000,[]
40879,30213065200015000,[]
40880,30213065200020000,[]
40881,30213065200003000,[]
40882,30213065200009000,[]
40883,30213055750200000,[]
40884,30213065200014000,[]
40885,30213065200021000,[]
40886,30213065200002000,[]
40887,30213065200010000,[]
40888,30213065200013000,[]
40889,30213065200022000,[]
40890,30213065200001000,[]
40891,30213065200011000,[]
40892,30213065200012000,[]
40893,30213065200023000,[]
40894,30213065080001000,[]
40895,30213065080000000,[]
40896,30213086240001000,[]
40897,30213086240022000,[]
40898,30213086240021000,[]
40899,30213086240020000,[]
40900,30213086240019000,[]
40901,30213086240018000,[]
40902,30213086240017000,[]
40903,30213000000000500,[]
40904,30213065080034000,[]
40905,30213086310001000,[]
40906,30213065080033000,[]
40907,30213054710007000,[]
40908,30213086240016000,[]
40909,30213054710006000,[]
40910,30213086240010000,[]
40911,30213086240009000,[]
40912,30213086240008000,[]
40913,30213086310002000,[]
40914,30213065080032000,[]
40915,30213054710005000,[]
40916,30213086240015000,[]
40917,30213086240011000,[]
40918,30213000000003700,[]
40919,30213053470000100,[]
40920,30213000000004800,[]
40921,30213000000007500,[]
40922,30213065080031000,[]
40923,30213086240007000,[]
40924,30213086240012000,[]
40925,30213053470001000,[]
40926,30213086310003000,[]
40927,30213086240014000,[]
40928,30213000000000200,[]
40929,30213054710000100,[]
40930,30213000000006900,[]
40931,30213086240006000,[]
40932,30213065000006000,[]
40933,30213086240013000,[]
40934,30213000000001300,[]
40935,30213088720030000,[]
40936,30213088720029000,[]
40937,30213088720028000,[]
40938,30213025510001000,[]
40939,30213025510002000,[]
40940,30213025510003000,[]
40941,30213065000005000,[]
40942,30213054710004000,[]
40943,30213054710000200,[]
40944,30213025510004000,[]
40945,30213065000004000,[]
40946,30213000000008000,[]
40947,30213065000003000,[]
40948,30213025510006000,[]
40949,30213025510005000,[]
40950,30213000000001000,[]
40951,30213000000003600,[]
40952,30220539680014000,[]
40953,30212921210004100,[]
40954,30220200000009800,[]
